,Orientation,Ventilation,Shading,Insulation Thickness,Window to Wall Ratio,Electricity:Facility,DistrictCooling:Facility,DistrictHeating:Facility,total (Q)
30,180,0.0,29.391414490261912,0.3860452896050614,0.12426313838392794,5773034362.5,0.0,13302087699.613571,113.06477531172824
31,180,0.12,6.559312093971655,0.26795950351592784,0.2203266620038581,5773034362.5,0.0,13909296956.558416,116.66391234372811
32,180,0.0,17.930136432778106,0.4365705412303096,0.35994816663938245,5773034362.5,0.0,13396405341.633986,113.62382824823086
33,180,0.12,19.52195201732174,0.29604100926370996,0.2157374854929358,5773034362.5,0.0,13750680137.401028,115.72373618337151
34,90,0.0,9.514906156459546,0.4359226488721647,0.10572606627933834,5773029527.89033,0.0,13080935288.743027,111.75390064537707
35,180,0.12,23.260868630943072,0.1597448377925955,0.2441490489088558,5773034362.5,0.0,14955298177.302418,122.86391948465803
36,270,0.12,2.843351233850873,0.26404005001703235,0.5521102637057974,5771454038.336306,0.0,14426453424.959124,119.71990856301447
37,180,0.0,11.199821012404573,0.18924075247878708,0.5705725500481486,5773031695.80464,615362.3544800349,14803919539.81093,121.97027816050658
38,180,0.0,8.842186413017492,0.2717073236487652,0.5800000997125717,5773029802.505524,0.0,14175084241.539984,118.23929749641817
39,90,0.12,24.642225036903504,0.3790635339522088,0.25729707916701633,5772797265.042213,0.0,13365504038.138828,113.43926029129474
40,0,0.12,5.533308577166732,0.2082318263833996,0.6289552382478968,5773034362.5,0.0,14836399327.000174,122.15916531582644
41,0,0.12,29.09678254270121,0.17965011826402702,0.43743022965008227,5773034362.5,0.0,14817833866.454254,122.04912147870978
42,180,0.12,8.549549710371293,0.3931816030784816,0.13862342810281658,5773034362.5,0.0,13299489057.002056,113.04937226780382
43,90,0.0,10.356057748203364,0.351902401189718,0.2736757701915481,5772982027.015485,0.0,13499563489.562515,114.23497167784326
44,90,0.12,1.2778996677650254,0.13361194090830322,0.19384597615197952,5773011028.851775,0.0,15199832432.442284,124.31321937955225
45,0,0.12,15.420730466750577,0.3155267770475943,0.508163703185589,5773034362.5,0.0,14057244314.27542,117.54084695540543
46,270,0.0,18.002851851288487,0.44449380681690964,0.31842106310760177,5772657334.498304,0.0,13467918778.663303,114.04547808496588
47,270,0.12,4.326573138493083,0.0926037922679344,0.4991340534891656,5771933868.441038,0.0,17058531154.485516,135.32397798944643
48,180,0.0,4.724406242494502,0.11244352932461256,0.44612506590588175,5773034362.5,2946632.551928083,16027601626.47634,129.23729463257988
49,270,0.12,16.201789118756878,0.11529124287336502,0.700029161136987,5770228929.272911,0.0,16437462709.236603,131.6325870484107
50,180,0.0,26.913509773047586,0.10552160896112889,0.8517680284388396,5772979003.13633,28836468.435546454,16350310848.331877,131.3032323924967
51,180,0.12,14.04159651666752,0.4598318334801238,0.6576419888951766,5773016144.532364,0.0,13619179271.50293,114.94417757199999
52,90,0.12,27.261612169250515,0.2277319128057744,0.5365792906160077,5771749368.825576,0.0,14281512700.523787,118.86254582042574
53,270,0.0,13.563783992821946,0.04159461837560402,0.5992940126704787,5771153121.309797,35558641.22583142,20620448731.303734,156.64282271082112
54,0,0.12,23.949513964439458,0.30765315637855434,0.2905391803635504,5773034362.5,0.0,13753708520.138807,115.74168644406659
55,180,0.0,9.843285333364033,0.400494585296967,0.8025542913603374,5772986934.519873,372356.32169637934,13877162164.415054,116.47536439673542
56,270,0.0,20.137232053912694,0.24604564424403833,0.18799065161905096,5772911267.515403,0.0,14171119160.276932,118.21509250561282
57,0,0.12,6.7144617177274135,0.2584891490943299,0.6654045112975513,5773034362.5,0.0,14509885406.910954,120.22380558964343
58,90,0.12,20.436323624650047,0.34074596389200407,0.7585648544245771,5770042883.550518,0.0,13899971255.89087,116.59090420562346
59,180,0.12,4.82637203400099,0.28018194958183323,0.47186724851072703,5773034362.5,0.0,14050453549.126524,117.50059576680205
60,270,0.0,5.299577742558169,0.49418151069360305,0.11413507760161862,5772998898.67123,0.0,13118891592.20742,111.97869909348802
61,270,0.0,25.217742097775467,0.41342390942082596,0.34262799112601894,5772588673.689771,0.0,13545053225.280746,114.50227336671207
62,180,0.12,7.178333314395007,0.1564714071208858,0.19762240300779177,5773034362.5,0.0,14986795441.841803,123.05061454886172
63,0,0.12,17.26395096852714,0.3304245291184405,0.14182082658516665,5773034362.5,0.0,13571187489.997604,114.65982184601147
64,270,0.0,0.6795123079089819,0.0747646145145549,0.8524824954431286,5768805459.131079,21351701.07379128,17998274064.85354,141.00217145251185
65,0,0.12,28.16247859580298,0.21738069543531122,0.7155837700197736,5773034362.5,0.0,14613757009.843636,120.8394881215093
66,270,0.0,21.292359440679935,0.06091563764231133,0.5068011406272553,5771811087.463779,15657669.004305072,18704543647.735115,145.1725378425423
67,180,0.12,16.944660978952985,0.422544108061934,0.8427460802307485,5772980389.52883,0.0,13852769030.680042,116.32853206887046
68,180,0.12,24.301001208871497,0.4760433731335733,0.807017333342173,5772986934.519873,0.0,13680781974.92829,115.30914473578613
69,90,0.12,10.939657893263574,0.2934974264977282,0.23807895798230264,5772995299.844778,0.0,13702409741.019428,115.43738948982775
70,90,0.0,19.129027358260913,0.3599453690092129,0.23320418145898417,5772955985.001222,0.0,13428578853.745987,113.81406709293272
71,180,0.0,28.227320640056814,0.09817666717572403,0.27712764452062344,5773034362.5,3157682.3649864024,16377478018.374443,131.31238268746304
72,270,0.0,10.582262242060288,0.48132389456571806,0.38363010316995994,5772477397.907595,0.0,13462093999.755344,114.00988608159854
73,90,0.0,14.779315826806505,0.044315095166149614,0.45525984453075397,5772794211.748169,93591299.33669658,19255481117.788864,148.90589934658007
74,180,0.12,15.866001167268859,0.16380372422269104,0.489867898389693,5773034362.5,0.0,15065758840.23255,123.51865762967812
75,180,0.12,12.133965464785495,0.46500642770319034,0.5624982757545991,5773033616.347804,0.0,13517902660.264845,114.34398000525309
76,90,0.0,18.853543422726318,0.03059703705191595,0.57474637321068,5772129863.041246,168338637.16336855,20972187116.079426,159.52051842125505
77,0,0.12,22.843293290462583,0.23457491355565024,0.4321362333668495,5773034362.5,0.0,14294099023.48719,118.9447658604248
78,0,0.0,11.745717085535329,0.13184832496450508,0.6688852700648963,5773034362.5,9601334.54573707,15889411211.56472,128.45763745512681
79,90,0.0,22.67911589039915,0.46856050620301276,0.8807436869979837,5768641843.553833,2789987.0734138517,13691502780.356926,115.36347298497735
80,90,0.12,3.560662872514673,0.014554013650411896,0.6467959824743581,5772597982.133339,107228989.25063726,24601248248.40336,180.67176240146586
81,270,0.0,19.20809508507095,0.4979980429400658,0.2671053364787955,5772762975.31374,0.0,13295253658.741161,113.02265900839183
82,180,0.12,12.42144143919024,0.1996474563339387,0.36821328119161656,5773034362.5,0.0,14559412780.017277,120.51737127660535
83,0,0.0,16.567654417011603,0.05790108205769491,0.8713874452368093,5773034362.5,73241300.85119225,18765154794.223785,145.88036950562042
84,0,0.0,19.9854429130596,0.2517551144608734,0.6371168909778322,5773034362.5,802700.5254251023,14507787726.47663,120.21612980062586
85,270,0.12,29.55737700370173,0.17189437590468398,0.1216341244047469,5772990720.956176,0.0,14894829371.12727,122.50524150175288
86,270,0.12,17.65662426828857,0.29989239981869426,0.1749101682375036,5772928555.935062,0.0,13838996910.7247,116.24659276610426
87,0,0.12,18.382291468292987,0.12207574593197858,0.6824506373038319,5773034362.5,0.0,16103827141.767096,129.67164364408194
88,0,0.0,1.5277575653906954,0.07083088785629714,0.16357722465797414,5773034362.5,17402166.496057022,17659678045.55214,138.99685290463592
89,0,0.12,20.734955446512725,0.4557889031786668,0.6179550746525638,5773034362.5,0.0,13558772910.7804,114.58623638714981
90,90,0.12,21.463428833846876,0.17002041624274986,0.8245124335073291,5769328119.575548,0.0,14979039353.863918,122.98267339158886
91,180,0.0,21.8570558499549,0.40871501331727467,0.48307534469853775,5773034362.5,0.0,13551357655.970222,114.54228363464517
92,270,0.12,10.076416298411903,0.22128441736958895,0.6082746800353575,5771075943.98568,0.0,14781741501.554369,121.82358146574664
93,180,0.0,2.5707741936664537,0.47293436445023984,0.8634285969550424,5772976288.066074,481207.7055605969,13766717597.494814,115.82130375249629
94,270,0.0,16.10946438622938,0.34397624619754597,0.29496746012121244,5772700670.094044,0.0,13765449264.848957,115.80929994617381
95,90,0.0,27.786790617637454,0.32777919827759044,0.7298530279558918,5769850210.025568,17301052.9535093,13918396553.955648,116.80152447052669
96,270,0.12,3.999894219725229,0.06508003097315167,0.8307898460375829,5768935267.425648,1984.683985799566,18548361717.32051,144.13695153372436
97,0,0.0,11.555703638455318,0.39166183995897896,0.15140297396525204,5773034362.5,0.0,13364826206.309082,113.43664790786802
98,90,0.12,7.26224504345989,0.24303314167290063,0.5306570615589442,5772795059.80176,0.0,14248456948.38627,118.67281123518242
99,270,0.0,29.837162349482906,0.23648197615030409,0.721648166713315,5770003755.550341,9367022.997352386,14677748615.35475,121.25634636911434
