,Orientation,Ventilation,Shading,Insulation Thickness,Window to Wall Ratio,Electricity:Facility,DistrictCooling:Facility,DistrictHeating:Facility,total (Q)
36,90,0.12,20.704032323598458,0.05467905414750254,0.7777480278440512,5769924004.723999,9121627.324701255,18259845741.555508,142.48673445177664
37,90,0.12,20.43550289350539,0.10131882193487723,0.45342821109271914,5772418108.579754,0.0,16072554434.61108,129.48262686047912
38,270,0.0,17.85901314755851,0.48624306407271073,0.22320379613755692,5772848705.489539,0.0,13269821208.032803,112.87242032302085
39,180,0.0,21.11001513099695,0.18535586741278465,0.4330304445760478,5773034362.5,21203.88499916601,14738937281.9803,121.58160010952129
40,270,0.12,14.609593999385455,0.41671949138047565,0.2911621255609008,5772725203.662357,0.0,13513524911.013891,114.31620352001289
41,180,0.0,26.77600407540737,0.1414603870660328,0.8113164384022301,5772986934.519873,16038113.958043905,15554188504.253792,126.50852963938827
42,0,0.12,19.018591774703715,0.34221024909268416,0.5160623866962514,5773034362.5,0.0,13948025663.516024,116.89347064149504
43,0,0.12,5.019060999394879,0.4264614255642407,0.8529268001404553,5773034362.5,0.0,14087657543.961813,117.72111657411605
44,270,0.12,18.54312116539253,0.4417159702944408,0.758683063035878,5769567907.478302,0.0,13944283826.72746,116.85074462950652
45,270,0.0,28.15243026402492,0.12076467638448847,0.53557563332524,5771621361.690645,9418614.575785728,16139162990.392368,129.92854332163276
46,180,0.12,24.531324586311197,0.39324963646742633,0.78091948278176,5772993207.527318,0.0,13844534955.653706,116.27980186543549
47,90,0.0,10.823217494270162,0.3432434521959594,0.7410938853985595,5772408884.520455,1049663.3710609367,13977031309.324799,117.06791132089349
48,180,0.12,29.806116538366744,0.3328649212932942,0.5523747549884467,5773033616.347804,0.0,13857855114.099655,116.35899451914948
49,180,0.0,9.756344935837271,0.13553169220944608,0.39935973097238586,5773034362.5,810914.3799328114,15476416771.2745,125.95757426695631
50,180,0.12,0.1602101703232288,0.24465573385045655,0.6487516328462679,5773018816.69778,0.0,14394581810.027472,119.54026957270769
51,0,0.12,13.248368196778738,0.04484247322780986,0.5921143757150091,5773034362.5,1263924.8486601766,19853698244.629025,151.90590446249251
52,0,0.0,19.94136554874377,0.10864380605992134,0.6275870732458172,5773034362.5,14693971.939725045,16391967017.289463,131.4666434772989
53,0,0.0,2.4455940063244985,0.03375111649038301,0.47169244402853583,5773034362.5,114402972.73286808,21276457557.653088,161.00969957909916
54,270,0.0,28.849722377870787,0.1551197567750894,0.669374561489691,5770474845.781483,12702970.33793088,15527917775.44999,126.31815549391952
55,0,0.0,16.60186438990132,0.38692915159626906,0.7660918995638837,5773034362.5,367271.7555460986,14079664459.800585,117.67591577469729
56,270,0.12,5.714560206037303,0.37844430340849927,0.5863239533212891,5771258833.673971,0.0,13940244778.255714,116.83682650532967
57,0,0.0,23.79688321886755,0.47191750493715184,0.4403664272959048,5773034362.5,0.0,13367801024.391619,113.45428067252347
58,270,0.12,11.55909491942846,0.2506813173326285,0.6828957550904389,5770289087.354286,0.0,14630290298.919428,120.9212143978562
59,0,0.0,13.80917299535767,0.1777189342459267,0.3489860723611232,5773034362.5,79141.69916830806,14895632447.768919,122.5107293900865
60,90,0.12,7.539485439952463,0.05348379415099769,0.1723469546881054,5773017285.644381,306364.39907457173,18405717472.084183,143.3174499656904
61,180,0.12,2.7526629698466056,0.4532505594117615,0.18000567157608294,5773034362.5,0.0,13185303567.382294,112.37255580048692
62,90,0.12,8.112339909400768,0.3183027011431473,0.21960591704068932,5773003305.964676,0.0,13569840956.393925,114.65165639789372
63,0,0.12,5.264836431169975,0.248466874132458,0.10939114676478828,5773034362.5,0.0,13978025648.164608,117.07129081546837
64,270,0.12,3.0507448675011912,0.35347531131240595,0.37436697162023624,5772524300.184256,0.0,13806113737.365269,116.04928678395646
65,90,0.0,4.749258468474102,0.25871177611819407,0.23841888946032408,5772995299.844778,0.0,13883876121.367815,116.51300281769602
66,90,0.12,6.417659261092532,0.23577409036530317,0.8467339042587676,5772190730.136932,0.0,14556236227.56544,120.49354226563865
67,270,0.0,1.8786289281151416,0.029424857785635965,0.1411194707630839,5772971901.496562,37198100.78855307,22658817258.957546,168.74542860399393
68,180,0.0,27.74518170959226,0.04040185181225915,0.6098944261301444,5773025714.48021,72780540.57747048,20103552401.8229,153.81072773583935
69,0,0.0,29.113456891351262,0.22878961146926313,0.57184289110363,5773034362.5,9034257.477085387,14428178018.192604,119.79304707453473
70,180,0.12,23.558961711846457,0.16528724803886127,0.3007293038494976,5773034362.5,0.0,14911386047.807602,122.60363726792441
71,90,0.0,9.199172776954759,0.07413086344109965,0.7268330149977245,5772423075.232977,54291090.00730645,17242605016.600185,136.73974831699326
72,0,0.12,12.311225256709038,0.15734036632854362,0.335796969740638,5773034362.5,0.0,15168452767.586481,124.12735967542869
73,180,0.0,12.630152582592551,0.15179409026654428,0.8183228452079615,5772986934.519873,6383892.792985184,15425662486.547333,125.68948808307972
74,90,0.12,15.750830848116703,0.37042449285083423,0.41067308806224956,5772831978.263204,0.0,13578808776.94764,114.70379622088575
75,180,0.0,4.25124264687944,0.035510444579554705,0.20558917870107876,5773034362.5,48854469.84668001,20906665603.754738,158.42928773323155
76,180,0.12,28.653159897439394,0.08668644022191596,0.7234068142860928,5773005779.934766,27377.311954148372,16933594937.371183,134.58995414263075
77,270,0.0,9.437262312885428,0.27421936748255776,0.8910470057512201,5768467450.222021,2385077.144806044,14668934282.001476,121.15361020996721
78,270,0.0,16.396031106963562,0.1762229328488446,0.8786620382998523,5768540174.638644,5171315.53379618,15465814988.867878,125.89394087547507
79,270,0.0,11.854515862780739,0.020514935434587964,0.4460530186391468,5772318109.824065,78054545.81300655,24662948255.19833,180.8628936456723
80,180,0.12,22.576326049329207,0.34877513048228304,0.4872800787833109,5773034362.5,0.0,13748305801.941742,115.70966268468852
81,90,0.12,16.117941093202443,0.26131108578535306,0.15388343158258633,5773020351.455994,0.0,13790190266.008253,115.9578431863794
82,90,0.0,17.042233422269167,0.46582125154576653,0.820979200986083,5771617057.056611,863362.7766174711,13755449238.877316,115.74872087191764
83,270,0.0,14.972776039219148,0.4832173737648295,0.751830883157257,5769567907.478302,23926.34595922425,13858015202.60684,116.3395427958319
84,270,0.0,14.370811856689965,0.3610814608960712,0.8663539653972868,5768653976.415733,1145297.748774664,14274709901.875383,118.81066442684197
85,180,0.0,22.944023078897114,0.11324509586212238,0.8389066998812417,5772980389.52883,15590267.92142115,16142847673.433136,129.99502062290313
86,90,0.0,28.468026290381218,0.23475787970616627,0.5618176538148142,5771547352.333157,10235493.760527419,14244178046.319149,118.70072240320079
87,90,0.12,7.268900321021999,0.2848277817090008,0.6667724445933866,5772555331.626759,0.0,14140814833.159391,118.03335863588947
88,0,0.12,25.982402287130544,0.32583598629216604,0.4155800831446569,5773034362.5,0.0,13776024907.733974,115.8739633092421
89,270,0.0,27.43953860827959,0.06167337073205406,0.24787667601190097,5772811874.723234,11369065.015915377,18614462750.60582,144.6191095279475
90,180,0.12,25.687859264741167,0.09471310086812508,0.7047938590267857,5773008085.64717,0.0,16638907991.20906,132.84309517305843
91,270,0.0,5.581799675235278,0.2997709396794675,0.2742167583548002,5772755881.698295,0.0,13941592840.256208,116.85369044594539
92,0,0.12,22.34711351442262,0.12581961191409244,0.7345785505866659,5773034362.5,0.0,15828724420.124538,128.04101568223317
93,90,0.12,8.547645674966851,0.3198257530889417,0.35826399184199986,5772946136.122328,0.0,13699223883.460213,115.41821441177852
94,0,0.12,17.5499985835212,0.22190911631514385,0.3290728221276096,5773034362.5,0.0,14426671318.387878,119.73056721397302
95,90,0.12,10.07167103499351,0.10649769513547284,0.10066216095046913,5773029765.348523,0.0,15781411759.342926,127.76055010412828
96,180,0.12,12.098672077172079,0.20995297951791952,0.16856757198460545,5773034362.5,0.0,14306595831.022392,119.01883871466293
97,270,0.12,4.149471264931737,0.2832585954726244,0.3113442987448021,5772666073.110569,0.0,14075078267.573694,117.64437192154159
98,0,0.0,13.545650066812591,0.3743041049203468,0.51145510684918,5773034362.5,0.0,13839400546.697372,116.24961240633834
99,90,0.0,10.380747668130171,0.4133754870398132,0.15659121813405436,5773020351.455994,0.0,13193915187.94129,112.42351677388807
