,Orientation,Ventilation,Shading,Insulation Thickness,Window to Wall Ratio,Electricity:Facility,DistrictCooling:Facility,DistrictHeating:Facility,total (Q)
0,270,0.12,10.628318300311907,0.19619871093023827,0.11623102758374908,5772997396.516673,0.0,14586263569.22485,120.67630598162195
1,90,0.0,17.1509415215759,0.4335636434132204,0.6382555403637559,5772178471.439951,0.0,13643411358.839258,115.08284426998623
2,180,0.0,29.6767467505042,0.2682050913382333,0.6867423343672613,5773011098.922458,2423762.863647554,14251154623.246037,118.70444828673816
3,180,0.0,23.177672959698683,0.20547211337956353,0.4768095497609173,5773034362.5,32916.40696546621,14556562220.904644,120.50067014418858
4,90,0.12,19.45987259641999,0.015711152941270734,0.38727462262766454,5772792836.494463,83835597.906952,24480854572.642548,179.82064222422778
5,0,0.12,3.455258047160351,0.4491772306879173,0.13698292071292317,5773034362.5,0.0,13190946830.290485,112.40600535067392
6,270,0.0,8.831892025364855,0.4009999512548119,0.32298222519068254,5772648595.9189825,0.0,13593130151.374205,114.7875969374916
7,0,0.12,26.10199418098379,0.36566487794700864,0.5012821087084071,5773034362.5,0.0,13695852348.121304,115.39875311613005
8,90,0.0,19.545178969135936,0.07055104530225864,0.7124853634535223,5771064869.603933,57746988.78126024,17405107243.537136,137.71538836374017
9,90,0.12,12.908669906914318,0.09077381009176741,0.365864207250288,5772917443.637467,0.0,16435206647.308233,131.63515034197033
10,270,0.12,20.274821989936857,0.4941233343608683,0.2631966899606997,5772784772.06656,0.0,13268251919.69094,112.8627396587884
11,0,0.0,1.5389551343511991,0.18859554034591394,0.5759858824360529,5773034362.5,1717629.5146075282,14980996193.858765,123.02642139961009
12,0,0.12,0.7709309739865114,0.08196528923157195,0.89670605905464,5773034362.5,0.0,17474673087.420856,137.7971166202251
13,180,0.0,21.480507072616092,0.12766510288894448,0.6921459679470953,5773011098.922458,6363029.230852603,15756976542.115667,127.65331941989919
14,90,0.12,1.3274461878405954,0.17065784536372916,0.12993090601159957,5773024801.018751,0.0,14563738736.741938,120.54295602813477
15,270,0.0,0.3697995634200695,0.0644714585526321,0.4924294965699818,5771960042.559882,12494476.818421852,18505147787.685574,143.97278393903585
16,180,0.12,26.518126484678273,0.2179283928942712,0.8710967745272352,5772973572.947435,0.0,14708421020.714108,121.40023378422354
17,0,0.0,18.249218222759794,0.4656047800258751,0.2815568170444458,5773034362.5,0.0,13333251821.419695,113.24949572496192
18,0,0.12,2.32348859353092,0.1967724771004925,0.46047974429730587,5773034362.5,0.0,14790013850.439295,121.88422272473811
19,180,0.12,25.015369237295108,0.14436444679987845,0.6539700422852415,5773018816.69778,0.0,15429668807.926502,125.67558438036444
20,180,0.12,22.152093205167247,0.2959214730093593,0.4268671892625465,5773034362.5,0.0,13913314517.756065,116.68772580361758
21,0,0.0,18.759480531011118,0.2760686108362513,0.2567907523292766,5773034362.5,0.0,13964839767.239416,116.99313358747061
22,270,0.12,27.033193808167653,0.3103269089083519,0.20069634027481423,5772892197.625155,0.0,13791733280.702152,115.9662295508314
23,0,0.0,7.931419241036699,0.4368621539867613,0.5965642876863456,5773034362.5,0.0,13769583458.80142,115.83578263737697
24,270,0.0,6.808500246894869,0.4052130260102286,0.7921560785478404,5769301724.530439,266528.6820681635,14068668854.117893,117.5880192964055
25,90,0.0,1.1126533064105668,0.4095027732947689,0.8018838971986247,5772262403.221598,1162718.0816279831,13859335458.772215,116.37008961237694
26,90,0.0,25.34105586456861,0.4310362424739468,0.6143796280623037,5770989234.13599,5374685.026988312,13541857711.322077,114.50570963376289
27,180,0.0,3.6541934582878737,0.45730011474195825,0.8336582060225342,5772980389.52883,361231.1926074563,13775618633.653706,115.87337640836701
28,180,0.12,7.0372085330306415,0.01230735936733584,0.3475525026872932,5773034362.5,61869337.05680738,26660448881.771965,192.61107353963786
29,180,0.12,15.28437582365232,0.4969012514529951,0.5316496638241556,5773034362.5,0.0,13430632400.972134,113.82670374024853
30,90,0.12,21.6290685255339,0.47753053513844673,0.5406627119820674,5771840530.800098,0.0,13386235253.359104,113.55647040619841
31,0,0.0,6.200899238851742,0.21419911635026784,0.29354092178722485,5773034362.5,0.0,14451786105.193836,119.8794311487867
32,270,0.0,11.279035218789735,0.3066096922555598,0.19259271381517928,5772906843.433323,0.0,13820013851.967451,116.13394498407426
33,0,0.0,24.097204825798883,0.29226176494795325,0.6349843360026217,5773034362.5,1694554.2827678686,14087997722.992504,117.73317713468056
34,90,0.0,15.496628671869525,0.38935151174235294,0.39340009904197304,5772842379.203792,0.0,13511874309.87693,114.30711438182281
35,270,0.12,24.77067021037561,0.3349212349772585,0.23327394314534056,5772837189.927296,0.0,13709820899.84486,115.48038079244864
