,Orientation,Ventilation,Shading,Insulation Thickness,Window to Wall Ratio,Electricity:Facility,DistrictCooling:Facility,DistrictHeating:Facility,total (Q)
88,0,0.12,25.426361345762622,0.2964160189358684,0.2264872396077099,5773034362.5,0.0,14737082613.10015,121.57048116978322
89,0,0.12,28.23775491716748,0.4949804686023393,0.6611040593392628,5773034362.5,0.0,16087238639.784857,129.57331791681935
90,90,0.12,18.62646655299924,0.11574170305657712,0.6341701237624429,5771411831.996754,3756653.276904428,18285076934.05227,142.613307187388
91,90,0.12,21.495132706583668,0.2401255685098076,0.3864265028966116,5772407336.321615,0.0,15663279878.796242,127.05665267765228
92,0,0.12,17.64228752423657,0.1637522395907331,0.7107107520008831,5773034362.5,0.0,18151494981.40932,141.80887157102853
93,180,0.12,10.462166936566884,0.34118886553720335,0.8459879293489431,5772967598.579929,235400.5602927667,17141139747.61366,135.82114995863833
94,90,0.12,20.697553266772662,0.09251271934896255,0.5721837409565147,5771466395.57056,4886639.502277596,18653160305.372272,144.80208450662175
95,0,0.12,29.86986655324015,0.10485035360295171,0.7232327826563139,5773034362.5,13419436.595264183,19091292674.439854,147.45891565638155
96,180,0.12,9.264150685330474,0.46584716607557125,0.2459671826200909,5773034362.5,0.0,14218392744.762413,118.49602884234274
97,180,0.0,16.396284058870858,0.3058449545938369,0.77375548292017,5772984818.389086,13786971.662257144,16975988186.60148,134.92266701384784
98,90,0.12,10.087631991826624,0.07206520586391538,0.7579624659741186,5772164575.229791,19329572.94907917,20183693912.185715,153.96382744822105
99,0,0.0,10.935356495675983,0.05969316117000019,0.648891933595135,5773034362.5,88905767.074404,21084238145.718723,159.71921869150088
