Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Daily),InteriorEquipment:Electricity [J](Daily),InteriorLights:Electricity [J](Daily),Electricity:Facility [J](Monthly),InteriorEquipment:Electricity [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:Facility [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 12/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2211744.3671260199,0.0,,,,,,,,,,0.0,1099672.0960158469,0.0 
 12/07  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1060811.2280190786,0.0 
 12/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2082371.6721769148,0.0,,,,,,,,,,0.0,1021560.4441578363,0.0 
 12/07  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1008997.5874206151,0.0 
 12/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2005517.4792277564,0.0,,,,,,,,,,0.0,996519.8918071413,0.0 
 12/07  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1018542.9179108931,0.0 
 12/07  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2059188.129276258,0.0,,,,,,,,,,0.0,1040645.2113653647,0.0 
 12/07  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1250238.386531713,0.0 
 12/07  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2507680.479287794,0.0,,,,,,,,,,0.0,1257442.0927560807,0.0 
 12/07  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1446384.0360159176,0.0 
 12/07  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2877982.973049398,0.0,,,,,,,,,,0.0,1431598.9370334806,0.0 
 12/07  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1244234.0977632397,0.0 
 12/07  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2462878.057292415,0.0,,,,,,,,,,0.0,1218643.9595291755,0.0 
 12/07  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,965540.6653960198,0.0 
 12/07  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1880279.765532131,0.0,,,,,,,,,,0.0,914739.1001361113,0.0 
 12/07  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,835777.8114094194,0.0 
 12/07  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1593374.5284337868,0.0,,,,,,,,,,0.0,757596.7170243673,0.0 
 12/07  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,692219.7098396364,0.0 
 12/07  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1318856.3841059306,0.0,,,,,,,,,,0.0,626636.6742662942,0.0 
 12/07  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,644512.6749449929,0.0 
 12/07  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1307789.2304246906,0.0,,,,,,,,,,0.0,663276.5554796977,0.0 
 12/07  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,662169.7593713007,0.0 
 12/07  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1324400.516348016,0.0,,,,,,,,,,0.0,662230.7569767153,0.0 
 12/07  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,667311.013533123,0.0 
 12/07  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1340285.311115671,0.0,,,,,,,,,,0.0,672974.2975825481,0.0 
 12/07  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,704695.2444451854,0.0 
 12/07  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1440500.873223448,0.0,,,,,,,,,,0.0,735805.6287782625,0.0 
 12/07  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,904768.6362216034,0.0 
 12/07  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1877715.022283021,0.0,,,,,,,,,,0.0,972946.3860614175,0.0 
 12/07  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1085841.6663371148,0.0 
 12/07  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2257132.7987107697,0.0,,,,,,,,,,0.0,1171291.1323736548,0.0 
 12/07  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1322785.7668903382,0.0 
 12/07  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2696741.282484926,0.0,,,,,,,,,,0.0,1373955.5155945877,0.0 
 12/07  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1506993.5549172713,0.0 
 12/07  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3046297.071440468,0.0,,,,,,,,,,0.0,1539303.5165231969,0.0 
 12/07  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1563918.090041821,0.0 
 12/07  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3152590.998616763,0.0,,,,,,,,,,0.0,1588672.908574942,0.0 
 12/07  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1449969.4315104359,0.0 
 12/07  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2916854.088980958,0.0,,,,,,,,,,0.0,1466884.657470522,0.0 
 12/07  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1356287.7373781773,0.0 
 12/07  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2731322.4502019456,0.0,0.0,52011087.71972366,0.0,,,,,,,0.0,1375034.7128237682,0.0 
 12/08  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1289463.4280781302,0.0 
 12/08  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2594053.8816448894,0.0,,,,,,,,,,0.0,1304590.4535667592,0.0 
 12/08  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1320332.9548344678,0.0 
 12/08  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2656326.6319143,0.0,,,,,,,,,,0.0,1335993.6770798325,0.0 
 12/08  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1351807.7254578572,0.0 
 12/08  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2719371.6043367327,0.0,,,,,,,,,,0.0,1367563.8788788755,0.0 
 12/08  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1380602.6176841304,0.0 
 12/08  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2774163.550834776,0.0,,,,,,,,,,0.0,1393560.9331506459,0.0 
 12/08  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1394809.4789638126,0.0 
 12/08  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2790775.9339028245,0.0,,,,,,,,,,0.0,1395966.4549390116,0.0 
 12/08  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1403570.5493371664,0.0 
 12/08  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2814728.8661173779,0.0,,,,,,,,,,0.0,1411158.3167802112,0.0 
 12/08  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1420480.5906621763,0.0 
 12/08  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2850389.8303768879,0.0,,,,,,,,,,0.0,1429909.2397147115,0.0 
 12/08  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1637769.1858722387,0.0 
 12/08  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3281205.4388331605,0.0,,,,,,,,,,0.0,1643436.2529609218,0.0 
 12/08  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1841115.9716085657,0.0 
 12/08  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3676366.535181461,0.0,,,,,,,,,,0.0,1835250.5635728955,0.0 
 12/08  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1646244.96589004,0.0 
 12/08  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3234097.2525273219,0.0,,,,,,,,,,0.0,1587852.2866372816,0.0 
 12/08  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1247353.760407312,0.0 
 12/08  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2358027.349792071,0.0,,,,,,,,,,0.0,1110673.589384759,0.0 
 12/08  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1037636.9793250179,0.0 
 12/08  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2003405.7339883354,0.0,,,,,,,,,,0.0,965768.7546633174,0.0 
 12/08  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,902381.8373393411,0.0 
 12/08  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1742150.9701730305,0.0,,,,,,,,,,0.0,839769.1328336893,0.0 
 12/08  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,793252.936412043,0.0 
 12/08  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1540246.7832631237,0.0,,,,,,,,,,0.0,746993.8468510807,0.0 
 12/08  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,713919.0916908076,0.0 
 12/08  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1395269.0360673115,0.0,,,,,,,,,,0.0,681349.9443765038,0.0 
 12/08  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,702529.770258246,0.0 
 12/08  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1426421.7713446983,0.0,,,,,,,,,,0.0,723892.0010864523,0.0 
 12/08  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,767570.617921052,0.0 
 12/08  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1578796.5735091754,0.0,,,,,,,,,,0.0,811225.9555881233,0.0 
 12/08  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,977197.1618736227,0.0 
 12/08  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2019644.610972053,0.0,,,,,,,,,,0.0,1042447.4490984301,0.0 
 12/08  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1085488.961138912,0.0 
 12/08  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2185921.2579046797,0.0,,,,,,,,,,0.0,1100432.2967657673,0.0 
 12/08  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1192922.3769805432,0.0 
 12/08  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2377290.5780826804,0.0,,,,,,,,,,0.0,1184368.201102137,0.0 
 12/08  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1252190.9648878496,0.0 
 12/08  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2471255.923031979,0.0,,,,,,,,,,0.0,1219064.9581441293,0.0 
 12/08  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1207994.2022861723,0.0 
 12/08  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2405028.4881016726,0.0,,,,,,,,,,0.0,1197034.2858155003,0.0 
 12/08  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1080344.2515349847,0.0 
 12/08  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2173286.577489429,0.0,,,,,,,,,,0.0,1092942.3259544443,0.0 
 12/08  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,961394.8242166792,0.0 
 12/08  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,1920662.0317687544,0.0,0.0,56988887.21115872,0.0,,,,,,,0.0,959267.2075520752,0.0 
 12/09  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,856135.1816341812,0.0 
 12/09  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1709914.5585718428,0.0,,,,,,,,,,0.0,853779.3769376616,0.0 
 12/09  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,861017.2084504631,0.0 
 12/09  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1729112.1764586024,0.0,,,,,,,,,,0.0,868094.9680081393,0.0 
 12/09  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,877111.746418498,0.0 
 12/09  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1763003.1068123149,0.0,,,,,,,,,,0.0,885891.3603938168,0.0 
 12/09  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,894431.3994947786,0.0 
 12/09  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1797367.9968768024,0.0,,,,,,,,,,0.0,902936.5973820237,0.0 
 12/09  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,905176.7195121846,0.0 
 12/09  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1812542.170258248,0.0,,,,,,,,,,0.0,907365.4507460634,0.0 
 12/09  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,923113.3494592367,0.0 
 12/09  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1861912.6241396135,0.0,,,,,,,,,,0.0,938799.2746803768,0.0 
 12/09  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,932884.7632505326,0.0 
 12/09  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1859879.2784278033,0.0,,,,,,,,,,0.0,926994.5151772706,0.0 
 12/09  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,946929.7654190105,0.0 
 12/09  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1913813.5236086914,0.0,,,,,,,,,,0.0,966883.7581896808,0.0 
 12/09  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,973772.1131797434,0.0 
 12/09  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1953207.7313715486,0.0,,,,,,,,,,0.0,979435.6181918052,0.0 
 12/09  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1412264.2170443347,0.0 
 12/09  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2813720.343005568,0.0,,,,,,,,,,0.0,1401456.1259612332,0.0 
 12/09  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1411050.6139798696,0.0 
 12/09  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2831813.566732881,0.0,,,,,,,,,,0.0,1420762.9527530117,0.0 
 12/09  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1429833.7909376536,0.0 
 12/09  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2869019.210062338,0.0,,,,,,,,,,0.0,1439185.4191246844,0.0 
 12/09  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1439018.6352198162,0.0 
 12/09  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2877610.970200454,0.0,,,,,,,,,,0.0,1438592.3349806378,0.0 
 12/09  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1434867.0331480718,0.0 
 12/09  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2866537.688166056,0.0,,,,,,,,,,0.0,1431670.6550179839,0.0 
 12/09  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1424771.7783923385,0.0 
 12/09  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2843532.2920539185,0.0,,,,,,,,,,0.0,1418760.5136615798,0.0 
 12/09  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1435852.1728474959,0.0 
 12/09  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2885760.634877092,0.0,,,,,,,,,,0.0,1449908.462029596,0.0 
 12/09  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1460933.3123176639,0.0 
 12/09  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2929619.185042089,0.0,,,,,,,,,,0.0,1468685.872724425,0.0 
 12/09  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1475684.0194783319,0.0 
 12/09  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2958303.144006548,0.0,,,,,,,,,,0.0,1482619.1245282163,0.0 
 12/09  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1412203.3830916733,0.0 
 12/09  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2826988.1929032804,0.0,,,,,,,,,,0.0,1414784.8098116068,0.0 
 12/09  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1424191.7442265298,0.0 
 12/09  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2858143.982388933,0.0,,,,,,,,,,0.0,1433952.2381624035,0.0 
 12/09  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1443941.016465565,0.0 
 12/09  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2898097.136314382,0.0,,,,,,,,,,0.0,1454156.1198488167,0.0 
 12/09  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1075090.1541887229,0.0 
 12/09  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2175770.238191977,0.0,,,,,,,,,,0.0,1100680.084003254,0.0 
 12/09  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1062851.261498415,0.0 
 12/09  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2137135.3792951956,0.0,,,,,,,,,,0.0,1074284.1177967806,0.0 
 12/09  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1151158.793699633,0.0 
 12/09  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2306314.9744383718,0.0,0.0,57479120.104204539,0.0,,,,,,,0.0,1155156.1807387386,0.0 
 12/10  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1159322.250702452,0.0 
 12/10  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2322521.8896508298,0.0,,,,,,,,,,0.0,1163199.6389483778,0.0 
 12/10  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1165750.4897080428,0.0 
 12/10  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2333935.3809954805,0.0,,,,,,,,,,0.0,1168184.8912874377,0.0 
 12/10  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1161955.0780165496,0.0 
 12/10  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2317380.208015333,0.0,,,,,,,,,,0.0,1155425.129998783,0.0 
 12/10  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1176708.908618173,0.0 
 12/10  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2374603.137709377,0.0,,,,,,,,,,0.0,1197894.2290912038,0.0 
 12/10  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1223504.846561111,0.0 
 12/10  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2472335.2301951127,0.0,,,,,,,,,,0.0,1248830.3836340013,0.0 
 12/10  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1255985.1338907667,0.0 
 12/10  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2519155.2926983537,0.0,,,,,,,,,,0.0,1263170.158807587,0.0 
 12/10  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1260596.1097964482,0.0 
 12/10  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2518650.9486523384,0.0,,,,,,,,,,0.0,1258054.83885589,0.0 
 12/10  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1309134.1802833323,0.0 
 12/10  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2669462.810012531,0.0,,,,,,,,,,0.0,1360328.6297291988,0.0 
 12/10  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1384655.7792575304,0.0 
 12/10  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2790702.0336127534,0.0,,,,,,,,,,0.0,1406046.2543552228,0.0 
 12/10  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1840859.774256591,0.0 
 12/10  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3641867.8252207248,0.0,,,,,,,,,,0.0,1801008.0509641339,0.0 
 12/10  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1679734.9270861708,0.0 
 12/10  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3238534.5834581276,0.0,,,,,,,,,,0.0,1558799.6563719568,0.0 
 12/10  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1507991.5515921845,0.0 
 12/10  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2966054.6818713557,0.0,,,,,,,,,,0.0,1458063.1302791709,0.0 
 12/10  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1440018.4300982254,0.0 
 12/10  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2861289.7928762806,0.0,,,,,,,,,,0.0,1421271.362778055,0.0 
 12/10  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1414163.8824077037,0.0 
 12/10  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2821812.6876586668,0.0,,,,,,,,,,0.0,1407648.8052509628,0.0 
 12/10  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1415820.8310493944,0.0 
 12/10  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2840942.5323001055,0.0,,,,,,,,,,0.0,1425121.7012507113,0.0 
 12/10  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1441691.6223008356,0.0 
 12/10  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2900506.73247944,0.0,,,,,,,,,,0.0,1458815.1101786048,0.0 
 12/10  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1488297.706528131,0.0 
