Date/Time,Electricity:Facility [J](TimeStep),InteriorEquipment:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Daily),InteriorEquipment:Electricity [J](Daily),InteriorLights:Electricity [J](Daily),Electricity:Facility [J](Monthly),InteriorEquipment:Electricity [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:Facility [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 02/21  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2969035.1730614269,0.0,,,,,,,,,,0.0,1496773.8871052082,0.0 
 02/21  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1396152.2566803829,0.0 
 02/21  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2821022.753332328,0.0,0.0,61431788.238902259,0.0,,,,,,,0.0,1424870.4966519452,0.0 
 02/22  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1343630.8732770335,0.0 
 02/22  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2706826.1746544458,0.0,,,,,,,,,,0.0,1363195.3013774125,0.0 
 02/22  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1384767.3253769759,0.0 
 02/22  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2790894.6945718035,0.0,,,,,,,,,,0.0,1406127.3691948276,0.0 
 02/22  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1423179.7838560632,0.0 
 02/22  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2863384.5667863588,0.0,,,,,,,,,,0.0,1440204.7829302955,0.0 
 02/22  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1451838.5840900234,0.0 
 02/22  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2915261.5071897336,0.0,,,,,,,,,,0.0,1463422.9230997102,0.0 
 02/22  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1472446.8529824166,0.0 
 02/22  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2953958.5069792906,0.0,,,,,,,,,,0.0,1481511.6539968737,0.0 
 02/22  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1485117.1059581075,0.0 
 02/22  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2973622.2364567827,0.0,,,,,,,,,,0.0,1488505.1304986752,0.0 
 02/22  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1493019.2366201375,0.0 
 02/22  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2990401.1061687537,0.0,,,,,,,,,,0.0,1497381.869548616,0.0 
 02/22  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1709365.714807088,0.0 
 02/22  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3425945.660622929,0.0,,,,,,,,,,0.0,1716579.9458158415,0.0 
 02/22  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1883186.9233139065,0.0 
 02/22  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3728770.963888629,0.0,,,,,,,,,,0.0,1845584.0405747225,0.0 
 02/22  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1568892.142623653,0.0 
 02/22  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2993220.0892063828,0.0,,,,,,,,,,0.0,1424327.94658273,0.0 
 02/22  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1081049.6306782149,0.0 
 02/22  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2022988.6828489705,0.0,,,,,,,,,,0.0,941939.0521707556,0.0 
 02/22  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,845692.542792504,0.0 
 02/22  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1595749.1128166679,0.0,,,,,,,,,,0.0,750056.5700241639,0.0 
 02/22  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,681986.330381683,0.0 
 02/22  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1296770.8346673314,0.0,,,,,,,,,,0.0,614784.5042856484,0.0 
 02/22  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,552402.9006743352,0.0 
 02/22  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1043243.4882572384,0.0,,,,,,,,,,0.0,490840.5875829032,0.0 
 02/22  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,463081.84396182736,0.0 
 02/22  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,898932.0228293154,0.0,,,,,,,,,,0.0,435850.178867488,0.0 
 02/22  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,440455.2928884685,0.0 
 02/22  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,885903.0481201193,0.0,,,,,,,,,,0.0,445447.7552316508,0.0 
 02/22  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,465193.58385767167,0.0 
 02/22  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,950471.4025422573,0.0,,,,,,,,,,0.0,485277.8186845857,0.0 
 02/22  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,619495.5594944364,0.0 
 02/22  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1271820.1034032712,0.0,,,,,,,,,,0.0,652324.5439088347,0.0 
 02/22  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,717181.7182063293,0.0 
 02/22  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,1471047.2050514795,0.0,,,,,,,,,,0.0,753865.48684515,0.0 
 02/22  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,883205.1619402237,0.0 
 02/22  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,1795058.6794522834,0.0,,,,,,,,,,0.0,911853.5175120597,0.0 
 02/22  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1034664.3512496501,0.0 
 02/22  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2091248.3393605969,0.0,,,,,,,,,,0.0,1056583.9881109468,0.0 
 02/22  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1066036.6086391665,0.0 
 02/22  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2141623.2601729885,0.0,,,,,,,,,,0.0,1075586.6515338217,0.0 
 02/22  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,968234.1650707559,0.0 
 02/22  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,1949268.4744562987,0.0,,,,,,,,,,0.0,981034.3093855428,0.0 
 02/22  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,875272.0578104525,0.0 
 02/22  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,1774144.0790578617,0.0,0.0,51530554.23956179,0.0,,,,,,,0.0,898872.021247409,0.0 
 02/23  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,815760.2749359658,0.0 
 02/23  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1649184.4638844799,0.0,,,,,,,,,,0.0,833424.1889485139,0.0 
 02/23  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,864875.3072000457,0.0 
 02/23  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1761100.790725702,0.0,,,,,,,,,,0.0,896225.4835256563,0.0 
 02/23  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,921918.7422821408,0.0 
 02/23  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1869449.9821795817,0.0,,,,,,,,,,0.0,947531.2398974409,0.0 
 02/23  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,955868.354585516,0.0 
 02/23  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1919982.7647623288,0.0,,,,,,,,,,0.0,964114.4101768127,0.0 
 02/23  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,976137.8833144447,0.0 
 02/23  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1964249.2760016199,0.0,,,,,,,,,,0.0,988111.3926871752,0.0 
 02/23  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,999465.2404175361,0.0 
 02/23  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2010259.008701529,0.0,,,,,,,,,,0.0,1010793.7682839928,0.0 
 02/23  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1021821.6659144866,0.0 
 02/23  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2054664.1040419776,0.0,,,,,,,,,,0.0,1032842.4381274909,0.0 
 02/23  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1235962.594655181,0.0 
 02/23  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2470838.6568859389,0.0,,,,,,,,,,0.0,1234876.062230758,0.0 
 02/23  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1435820.5930704205,0.0 
 02/23  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2868691.7343488486,0.0,,,,,,,,,,0.0,1432871.141278428,0.0 
 02/23  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1270870.1973259494,0.0 
 02/23  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2537875.6560910327,0.0,,,,,,,,,,0.0,1267005.458765083,0.0 
 02/23  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1050551.465744195,0.0 
 02/23  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2087027.1399976104,0.0,,,,,,,,,,0.0,1036475.6742534153,0.0 
 02/23  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1015465.8311321233,0.0 
 02/23  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2010254.0390767265,0.0,,,,,,,,,,0.0,994788.2079446032,0.0 
 02/23  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,955204.2928142564,0.0 
 02/23  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1871330.9798283259,0.0,,,,,,,,,,0.0,916126.6870140694,0.0 
 02/23  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,871869.3107690662,0.0 
 02/23  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1700113.36689157,0.0,,,,,,,,,,0.0,828244.0561225036,0.0 
 02/23  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,805036.0295089879,0.0 
 02/23  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1587363.2496190179,0.0,,,,,,,,,,0.0,782327.2201100299,0.0 
 02/23  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,765048.5898129779,0.0 
 02/23  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1512853.2978739439,0.0,,,,,,,,,,0.0,747804.7080609659,0.0 
 02/23  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,744347.8090335813,0.0 
 02/23  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1485999.3771879618,0.0,,,,,,,,,,0.0,741651.5681543804,0.0 
 02/23  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,860779.9769454994,0.0 
 02/23  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1739193.821644764,0.0,,,,,,,,,,0.0,878413.8446992646,0.0 
 02/23  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,947866.3572117766,0.0 
 02/23  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,1937105.3822974803,0.0,,,,,,,,,,0.0,989239.0250857037,0.0 
 02/23  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1183557.9631368959,0.0 
 02/23  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2461425.5520870455,0.0,,,,,,,,,,0.0,1277867.5889501498,0.0 
 02/23  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1359817.6625080882,0.0 
 02/23  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2700531.4285183635,0.0,,,,,,,,,,0.0,1340713.766010275,0.0 
 02/23  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1298219.0035443516,0.0 
 02/23  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2554100.0251823335,0.0,,,,,,,,,,0.0,1255881.0216379818,0.0 
 02/23  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1141444.5943807765,0.0 
 02/23  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,2302491.7976181346,0.0,,,,,,,,,,0.0,1161047.203237358,0.0 
 02/23  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1091057.9425220004,0.0 
 02/23  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2241849.5738836119,0.0,0.0,49297935.46932991,0.0,,,,,,,0.0,1150791.6313616117,0.0 
 02/24  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1104873.5227871508,0.0 
 02/24  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2264973.7956854316,0.0,,,,,,,,,,0.0,1160100.2728982808,0.0 
 02/24  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1214047.046224476,0.0 
 02/24  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2482067.979504764,0.0,,,,,,,,,,0.0,1268020.9332802883,0.0 
 02/24  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1319366.0233620578,0.0 
 02/24  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2690193.603096419,0.0,,,,,,,,,,0.0,1370827.5797343613,0.0 
 02/24  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1402005.5905683439,0.0 
 02/24  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2835205.9692559458,0.0,,,,,,,,,,0.0,1433200.3786876018,0.0 
 02/24  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1455404.3667863538,0.0 
 02/24  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2932990.9376265245,0.0,,,,,,,,,,0.0,1477586.5708401707,0.0 
 02/24  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1491427.0705666589,0.0 
 02/24  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2996654.911290361,0.0,,,,,,,,,,0.0,1505227.8407237023,0.0 
 02/24  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1515487.2970304425,0.0 
 02/24  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3041343.253476541,0.0,,,,,,,,,,0.0,1525855.9564460987,0.0 
 02/24  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1742123.4633873504,0.0 
 02/24  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3484255.8936108846,0.0,,,,,,,,,,0.0,1742132.4302235339,0.0 
 02/24  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1890865.9264835015,0.0 
 02/24  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3721067.3585336536,0.0,,,,,,,,,,0.0,1830201.4320501518,0.0 
 02/24  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1562647.91707799,0.0 
 02/24  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2974390.0332908986,0.0,,,,,,,,,,0.0,1411742.1162129087,0.0 
 02/24  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1131842.4057782982,0.0 
 02/24  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2187040.5683299878,0.0,,,,,,,,,,0.0,1055198.1625516895,0.0 
 02/24  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1029812.604590035,0.0 
 02/24  12:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2035942.5591131605,0.0,,,,,,,,,,0.0,1006129.9545231254,0.0 
 02/24  12:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,965025.8984568142,0.0 
 02/24  13:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1885778.864389747,0.0,,,,,,,,,,0.0,920752.9659329327,0.0 
 02/24  13:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,877483.452106497,0.0 
 02/24  14:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1712651.7478462789,0.0,,,,,,,,,,0.0,835168.2957397817,0.0 
 02/24  14:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,809610.4662765288,0.0 
 02/24  15:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1594532.2632309192,0.0,,,,,,,,,,0.0,784921.7969543904,0.0 
 02/24  15:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,729834.5739180693,0.0 
 02/24  16:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1405863.5441144885,0.0,,,,,,,,,,0.0,676028.9701964192,0.0 
 02/24  16:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,687747.0729559647,0.0 
 02/24  17:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1387733.389727415,0.0,,,,,,,,,,0.0,699986.3167714502,0.0 
 02/24  17:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,834654.960491558,0.0 
 02/24  18:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,1701793.7804856892,0.0,,,,,,,,,,0.0,867138.8199941313,0.0 
 02/24  18:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,972210.7907993592,0.0 
 02/24  19:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2020991.7736879625,0.0,,,,,,,,,,0.0,1048780.9828886032,0.0 
 02/24  19:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1253774.0942671404,0.0 
 02/24  20:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,2612787.968649053,0.0,,,,,,,,,,0.0,1359013.8743819129,0.0 
 02/24  20:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1512629.9491880448,0.0 
 02/24  21:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3078229.2853112427,0.0,,,,,,,,,,0.0,1565599.336123198,0.0 
 02/24  21:30:00,633228.75,452306.25,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1609548.5367352789,0.0 
 02/24  22:00:00,633228.75,452306.25,180922.5,1266457.5,904612.5,361845.0,,,,,,,,,,0.0,3263348.387394772,0.0,,,,,,,,,,0.0,1653799.850659493,0.0 
 02/24  22:30:00,180922.5,0.0,180922.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1520472.8758863228,0.0 
 02/24  23:00:00,180922.5,0.0,180922.5,361845.0,0.0,361845.0,,,,,,,,,,0.0,3068570.5666475996,0.0,,,,,,,,,,0.0,1548097.690761277,0.0 
 02/24  23:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1444322.3331374746,0.0 
 02/24  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,13569187.5,11759962.5,1809225.0,,,,,,,0.0,2914176.2728656225,0.0,0.0,60292584.70716536,0.0,,,,,,,0.0,1469853.9397281476,0.0 
 02/25  00:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1387103.5648668134,0.0 
 02/25  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2792223.3676001208,0.0,,,,,,,,,,0.0,1405119.802733307,0.0 
 02/25  01:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1417148.3589740687,0.0 
 02/25  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2846135.1343273448,0.0,,,,,,,,,,0.0,1428986.7753532762,0.0 
 02/25  02:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1446647.4075641109,0.0 
 02/25  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2910799.5767272629,0.0,,,,,,,,,,0.0,1464152.1691631517,0.0 
 02/25  03:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1481946.46062825,0.0 
 02/25  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2981662.7180332739,0.0,,,,,,,,,,0.0,1499716.2574050236,0.0 
 02/25  04:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1511635.0080936328,0.0 
 02/25  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3035139.1536461345,0.0,,,,,,,,,,0.0,1523504.1455525016,0.0 
 02/25  05:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1532538.559475445,0.0 
 02/25  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3074105.0541715978,0.0,,,,,,,,,,0.0,1541566.4946961529,0.0 
 02/25  06:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1549151.5396094332,0.0 
 02/25  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3105868.1276671357,0.0,,,,,,,,,,0.0,1556716.5880577022,0.0 
 02/25  07:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1555981.028606178,0.0 
 02/25  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,3103451.127429723,0.0,,,,,,,,,,0.0,1547470.098823545,0.0 
 02/25  08:30:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1482062.7074589786,0.0 
 02/25  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2894857.9634493796,0.0,,,,,,,,,,0.0,1412795.2559904007,0.0 
 02/25  09:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1760901.1978250785,0.0 
 02/25  10:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,3382662.2563317178,0.0,,,,,,,,,,0.0,1621761.0585066395,0.0 
 02/25  10:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1520513.7653942488,0.0 
 02/25  11:00:00,452306.25,452306.25,0.0,904612.5,904612.5,0.0,,,,,,,,,,0.0,2942648.012372005,0.0,,,,,,,,,,0.0,1422134.246977756,0.0 
 02/25  11:30:00,452306.25,452306.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1361269.4488506723,0.0 
